id,title,content,parent_data,level,description
197.0003,五、诊断,主要依据蚂蚁蜇伤史和临床表现进行诊断。（一）有明确的蚂蚁蜇伤史：易诊断，但个别因天黑等其他原因不能明确蚂蚁蜇伤史也不能排除。（二）典型的局部症状和全身表现：被蜇伤部位（一处或多处）有瘙痒、疼痛、红肿、皮疹及水疱等局部症状，蜇伤处可见针尖样皮损，部分患者表现为全身过敏反应，少数患者可发生严重的过敏性休克。,"[0.0003, 185.0003, 197.0003]",2.0,根据蚂蚁蜇伤史和临床表现进行诊断，包括蜇伤史和局部症状，可能引发全身过敏反应。
198.0003,六、鉴别诊断,（一）毒蛇咬伤（血液毒素类）：咬伤处有牙痕 1～4 个点，典型病例有两点大而深的牙痕，被咬部位疼痛，或局部麻木，伤肢肿胀，第 2～3 天时最为严重，其周围可出现血疱、水疱及瘀斑等，严重者出现皮下及内脏出血。该病肿胀及疼痛明显，常伴有血小板明显下降及凝血功能明显异常。治疗原则是迅速破坏和清除局部毒液，减缓毒液吸收，早期足量使用抗蛇毒血清。（二）蜈蚣蜇伤：伤口为一对小出血点，局部疼痛、红肿，伴有眩晕、恶心、呕吐、发热、心悸、谵妄、昏迷等，一般无水疱，常无瘙痒，以伤口疼痛为主要特征，可与蚂蚁蜇伤鉴别。治疗原则是迅速清除局部毒素，止痛消肿，抗过敏治疗及预防破伤风。（三）隐翅虫皮炎：由于皮肤接触隐翅虫毒液所引起的急性炎症反应，皮损常发生在暴露部位，表现为在接触部位出现条状、片状或点簇状水肿性红斑，伴有烧灼疼痛感，其上逐渐出现密集的丘疹、水疱或脓疱，可继发表皮坏死、糜烂及结痂等，1～2 周脱痂愈合，留下暂时性色素沉着，根据隐翅虫接触史及皮损情况可与蚂蚁蜇伤鉴别。治疗以局部创面弱碱性液清洗，镇痛，止痒，抗感染及抗过敏治疗为主。,"[0.0003, 185.0003, 198.0003]",2.0,毒蛇咬伤需抗蛇毒血清；蜈蚣蜇伤需抗过敏治疗；隐翅虫皮炎需清洗止痛。
199.0003,七、治疗,目前国内还没有特异性的抗毒血清。,"[0.0003, 185.0003, 199.0003]",2.0,国内缺乏抗毒血清，蚂蚁蜇伤需迅速救治，包括抗过敏、器官支持等措施，防止感染，心理干预也很重要。
200.0003,治疗原则,立即脱离蚂蚁蜇伤环境；迅速评估病情，尽早识别过敏性休克、发现威胁患者生命的各种危象；积极抗过敏、抗休克及对症治疗；注意观察并进行及时有效的器官功能支持。,"[0.0003, 185.0003, 199.0003, 200.0003]",3.0,迅速脱离蚂蚁蜇伤环境，评估病情，抗过敏、休克，及时支持器官功能。
201.0003,抗过敏、抗休克治疗,发生危及生命的严重过敏，如过敏性休克时，应立即展开抢救。肾上腺素是治疗严重过敏的首选药物，按 0.01 mg/kg 体重给药，成人单次剂量 0.3～0.5 mg，14 岁以下儿童单次最大剂量 0.3 mg。与手臂的皮下注射或肌内注射相比，前外侧大腿肌内注射起效更快。如症状控制不佳，可能需要多次重复给药；抢救过敏性休克时，应常规仰卧位、下肢抬高、松衣扣、保持呼吸道畅通、吸氧及液体复苏等；H1 受体拮抗剂、短效β2 受体激动剂、糖皮质激素可作为严重过敏救治的二线药物使用，如支气管痉挛、呼吸困难者，可吸入短效β2 受体激动剂；去甲肾上腺素、多巴胺等血管活性药物可酌情使用；严密监测生命体征；发生呼吸心跳骤停时立即行心肺复苏等。轻者口服氯雷他定、西替利嗪等抗组胺药物或肌注苯海拉明等 。,"[0.0003, 185.0003, 199.0003, 201.0003]",3.0,紧急过敏救治：立即肾上腺素0.01 mg/kg体重，多次给药；配合其他药物和措施，监测生命体征，如有需要进行心肺复苏。
202.0003,局部治疗,1.局部以弱碱性液冲洗，可使用 1%软皂溶液、肥皂水、2.5%～2.8%氨水或 5%碳酸氢钠溶液（或碳酸氢钠注射液）冲洗。2.蜇伤局部可冷敷，减轻疼痛和肿胀。3.局部使用含糖皮质激素的药膏，如醋酸氟轻松乳膏、复方醋酸地塞米松乳膏、糠酸莫米松乳膏等；也可用炉甘石洗剂、百部酊等。4.被蜇伤后应尽量避免将水疱弄破，防止伤口继发感染，伤口予以消毒包扎。5.大面积局部反应给予抗过敏处理，也可加用清热燥湿、泻火解毒类中药内服外用。,"[0.0003, 185.0003, 199.0003, 202.0003]",3.0,使用软碱性液冲洗，冷敷减轻蜇伤症状，局部激素药膏治疗，避免弄破水疱，抗过敏处理。
203.0003,并发症治疗,1.软组织感染和急性浅表淋巴管炎:出现软组织感染或浅表淋巴管炎应规范抗感染处理，软组织感染出现脓肿可切开引流。2.喉头水肿:面罩吸氧，应用肾上腺素、糖皮质激素，尽早气管插管，必要时行环甲膜穿刺。咽喉部喷雾 0.1%肾上腺素，雾化吸入糖皮质激素，足量糖皮质激素静脉注射，使水肿尽快消除。严重喉阻塞者，发现后立即气管切开。3.心律失常:针对不同类型的心律失常，注意寻找诱发心律失常的原因，选用针对性抗心律失常药物及其他治疗，积极改善心律失常。如阵发性室上性心动过速首选腺苷或维拉帕米；心房扑动可用β受体阻滞剂；尖端扭转型室性心动过速静脉注射镁盐等；伴有中、重度缺钾者，为了改善心律失常，应积极给予补钾治疗等。,"[0.0003, 185.0003, 199.0003, 203.0003]",3.0,软组织感染需抗感染治疗及引流；喉头水肿应早期处理气道及药物；心律失常需针对性药物及原因治疗。
204.0003,预防破伤风,蚂蚁蜇伤伤口属于污染伤口，有感染破伤风风险，应根据《非新生儿破伤风诊疗规范（2019 年版）》中附件 1《外伤后破伤风疫苗和被动免疫制剂使用指南》进行正确的破伤风预防。,"[0.0003, 185.0003, 199.0003, 204.0003]",3.0,蚂蚁蜇伤需防破伤风，按破伤风预防指南处理。
205.0003,心理干预,蚂蚁蜇伤患者出现焦虑、恐惧等心理，及时干预，可通过介绍蚂蚁蜇伤相关知识，提高患者对蚂蚁蜇伤的正确认识，使患者从心理上消除对蚂蚁蜇伤的顾虑，缓解焦虑情绪，早日康复。,"[0.0003, 185.0003, 199.0003, 205.0003]",3.0,蚂蚁蜇伤患者心理干预：正确认识蚂蚁蜇伤，消除顾虑，缓解焦虑，促进康复。
206.0003,八、预防,（一）积极开展爱国卫生运动，清理垃圾以及杂草等，大力开展杀灭有害蚂蚁行动。（二）在多蚂蚁地区劳动或户外活动时，要加强个人防护，穿长袖上衣、长裤、袜子及高筒水鞋等，防止被蚂蚁蜇伤。（三）随身携带类固醇类外用药物，如不慎被叮蜇要及时冲洗伤口后涂抹患处，若出现全身过敏反应需及时就医。（四）要充分利用多媒体，广泛宣传蚂蚁蜇伤防控知识和救治办法，提高群众防范意识和科学防控水平，尤其是红火蚁蜇伤危害较大要引起高度重视。,"[0.0003, 185.0003, 206.0003]",2.0,积极开展爱国卫生运动，清理垃圾，加强蚂蚁防护，宣传防控知识。
208.0003,蜱咬伤诊疗规范,蜱在我国分布广泛，与人畜关系密切，可传播多种人畜共患疾病。在蜱分布区域，蜱叮咬人事件发生率较高。蜱叮咬人除了引起局部损伤，还可以导致蜱瘫痪、红肉过敏症，携带病原体的蜱叮咬人后可能导致人体发生多种蜱传疾病。为进一步规范蜱咬伤诊疗，降低蜱咬伤引发疾病的发生率，结合近年来国内外在蜱咬伤诊疗方面的研究进展，制定本规范。,"[0.0003, 208.0003]",1.0,蜱广泛分布，可传播多种疾病。蜱叮咬人引发多种症状，需及时诊疗。
209.0003,一、流行病学,蜱属于寄螨目、蜱总科。成虫在躯体背面有壳质化较强的盾板，通称为硬蜱，属硬蜱科；无盾板者，通称为软蜱，属软蜱科。蜱是许多种脊椎动物体表的暂时性寄生虫，是一些人畜共患病的传播媒介和储存宿主。蜱生长分为卵、幼虫、若虫、成虫 4 个时期，其中幼虫、若虫、成虫均具有吸血习性。全世界已发现 800 余种，硬蜱科 700 余种，软蜱科约 150 余种，纳蜱科 1 种（仅存于欧洲）。中国已记录的硬蜱科约 100 种，软蜱科 10 种 。 全 沟 硬 蜱 （ Ixodes persulcatus ）、 草 原 革 蜱（Dermacentor nuttalli）、亚东璃眼蜱（Hyalomma asiaticumkozlovi）、乳突钝缘蜱（Ornithodoros papillipes）、长角血蜱（Haemaphysalis longicornis）是我国常见主要蜱种。蜱广泛分布于我国大部分省区。硬蜱多生活在森林、灌木丛、开阔的牧场、草原、山地的泥土中等；软蜱多栖息于家畜的圈舍、野生动物的洞穴、鸟巢及人房的缝隙中。人在有蜱生活的区域活动，容易接触蜱和被蜱咬伤，但是蜱咬伤的发生率缺乏数据。,"[0.0003, 208.0003, 209.0003]",2.0,蜱是寄螨目、蜱总科昆虫，分硬蜱和软蜱两类，传播疾病并寄生于脊椎动物体表。全球有800余种，中国有100余种硬蜱和10余种软蜱，常见种类有全沟硬蜱、草原革蜱等。
210.0003,二、发病机制,,"[0.0003, 208.0003, 210.0003]",2.0,蜱叮咬会导致局部伤口、疼痛、感染，传播多种疾病，甚至引发肌肉麻痹和呼吸衰竭。
211.0003,局部损伤和继发感染,蜱通过口器刺穿皮肤和血管壁而吸食人血，这种物理损伤通常导致局部伤口、瘙痒、红肿、疼痛、出血，严重者可引起局部感染，出现皮肤溃破、组织炎症等。,"[0.0003, 208.0003, 210.0003, 211.0003]",3.0,蜱叮咬引起皮肤损伤、瘙痒、疼痛、出血，严重时可导致感染、组织炎症。
212.0003,神经毒素作用,某些硬蜱唾液分泌神经毒素，通过竞争乙酰胆碱受体，阻断宿主神经肌肉接头处乙酰胆碱递质的释放，导致宿主运动性纤维的传导障碍，引起上行性肌肉麻痹，出现瘫痪，严重者可导致呼吸衰竭而死亡。只有在雌性蜱已附着于人体并开始摄食后，才会发生蜱瘫痪的症状。一般在蜱摄食 4～7 日后，才会出现蜱瘫痪症状。,"[0.0003, 208.0003, 210.0003, 212.0003]",3.0,硬蜱通过神经毒素阻断神经肌肉传导，导致肌肉麻痹，患者可能呼吸衰竭死亡。雌性蜱摄食4-7天后出现症状。
213.0003,过敏反应,蜱叮咬人体时，其唾液中的α-半乳糖进入人血液，被人免疫系统识别而产生抗α-半乳糖 IgE 抗体，并与肥大细胞、嗜酸性粒细胞上的高亲和力 IgE 受体结合。此后，人食用红肉后，红肉中含有脂肪微粒包裹的α-半乳糖，待脂肪微粒消化后暴露的α-半乳糖激活肥大细胞、嗜酸性粒细胞上的IgE 受体复合物，从而引发稍延迟的 I 型过敏反应。,"[0.0003, 208.0003, 210.0003, 213.0003]",3.0,蜱叮咬引发抗α-半乳糖 IgE，食红肉激活肥大细胞导致延迟过敏反应。
214.0003,传播病原体,蜱可以传播蜱传脑炎病毒（Tick-borneencephalitis virus，我国称森林脑炎病毒）、新疆出血热病毒（Crimean-Congo hemorrhagic fever virus）、发热伴血小板减 少 综 合 征 病 毒 （ Severe fever with thrombocytopeniasyndrome virus）、伊朗包柔螺旋体（Borrelia persica）、拉氏包柔螺旋体（Borrelia latyshevyi）、伯氏包柔螺旋体（Borrelia burgdorferi）、贝氏立克次体（Coxiella burneti）、西伯利亚立克次体（Rickettsia sibirica）、嗜吞噬细胞无形体 （ Anaplasma phagocytophilum ）、 鼠 疫 杆 菌 （ Yersiniapestis）、布氏杆菌（Brucella）、兔热杆菌（Bacillus thermus）等，导致人体发生相应的感染性疾病。,"[0.0003, 208.0003, 210.0003, 214.0003]",3.0,蜱可传播多种病原体致感染性疾病，包括脑炎、出血热、血小板减少综合征、螺旋体病等。
215.0003,三、临床表现,,"[0.0003, 208.0003, 215.0003]",2.0,蜱咬伤引发过敏反应和感染性疾病，表现为皮肤症状、呼吸道阻塞、休克和神经系统症状。
216.0003,局部症状,当蜱和人类的皮肤接触后，蜱的假头以机械损伤方式插入皮肤，形似黑色的痣。伤口部位常明显红肿，也会有少量血液流出。用手触摸伤口局部皮肤有坚硬感。,"[0.0003, 208.0003, 215.0003, 216.0003]",3.0,蜱假头插入皮肤造成痣状伤口，红肿流血，触摸坚硬。
217.0003,过敏反应,"1.过敏症状：（1）皮肤黏膜表现：往往是过敏性休克最早且最常出现的征兆，包括皮肤潮红、瘙痒，继以广泛的荨麻疹和（或）血管神经性水肿等；（2）呼吸道阻塞症状：有喉部堵塞感、胸闷、气急、喘鸣、憋气、发绀等表现，甚至可因窒息而死亡；（3）循环衰竭表现：患者先有心悸、出汗、面色苍白、脉速而弱, 然后发展为肢冷、发绀、血压迅速下降，乃至测不到血压，脉搏消失，最终导致心脏停搏，极少数患者可发生急性心肌梗死。2.休克表现：收缩压急剧下降到 90 mmHg 以下，患者出现不同程度的意识障碍。","[0.0003, 208.0003, 215.0003, 217.0003]",3.0,过敏反应表现为皮肤症状、呼吸道阻塞和循环衰竭；休克表现为收缩压下降、意识障碍。
218.0003,蜱瘫痪症,患者最初出现厌食、嗜睡、失声，随即出现共济失调、上行性弛缓性瘫痪、过度流涎、眼球震颤、瞳孔不对称以及呕吐，通常死于呼吸衰竭。,"[0.0003, 208.0003, 215.0003, 218.0003]",3.0,神经系统疾病，表现为厌食、嗜睡、共济失调、瘫痪、流涎、眼球震颤、瞳孔不对称、呕吐，最终死于呼吸衰竭。
219.0003,红肉过敏症,一般在进食后 3～6 小时发病，起病急，通常引起呕吐、腹泻等症状，严重时出现荨麻疹、血管性水肿、呼吸窘迫、血压下降等，更严重者出现过敏性休克。,"[0.0003, 208.0003, 215.0003, 219.0003]",3.0,食物过敏反应症状严重，包括呕吐、腹泻、荨麻疹、水肿、呼吸困难、血压下降，甚至过敏性休克。
220.0003,感染性疾病,人被携带病原体的蜱咬伤后可以引发多种感染性疾病并出现相应临床表现。,"[0.0003, 208.0003, 215.0003, 220.0003]",3.0,蜱咬可引发多种感染性疾病，表现各异。
221.0003,四、诊断,,"[0.0003, 208.0003, 221.0003]",2.0,诊断通过流行病学史、临床表现，包括蜱叮咬史、体检发现蜱、白细胞计数升高。
222.0003,诊断原则,主要依据流行病学史、临床表现进行诊断。,"[0.0003, 208.0003, 221.0003, 222.0003]",3.0,根据流行病学史和临床表现进行诊断。
223.0003,临床诊断,有流行病学史，指有林区、草原地区活动史，有接触蜱和被蜱咬伤史。体检在躯体上发现叮咬吸血的蜱。,"[0.0003, 208.0003, 221.0003, 223.0003]",3.0,可能患有蜱传播的疾病，如莱姆病或流行性脑膜炎。
224.0003,辅助检查,血常规检查白细胞计数可升高。,"[0.0003, 208.0003, 221.0003, 224.0003]",3.0,血常规检查显示白细胞计数升高。
225.0003,五、鉴别诊断,,"[0.0003, 208.0003, 225.0003]",2.0,蜇伤需迅速处理，包括脱离环境、评估病情、抗过敏、抗休克、器官支持；蚂蚁蜇伤需警惕过敏性休克；蜈蚣咬伤需清除毒素、止痛消肿、抗过敏。
226.0003,蜂蜇伤,伤口留有蜂刺（蜜蜂）或不留蜂刺（马蜂），受蜇部位立即出现显著的疼痛、烧灼感，周围皮肤红肿。如果被成群的蜂蜇伤后，可出现头晕、恶心、呕吐等全身中毒症状，严重时可出现休克、昏迷甚至死亡。被蜂蜇伤后，应立即脱离蜂蜇伤环境；迅速评估病情，尽早识别过敏性休克、发现威胁患者生命的各种危象；积极抗过敏、抗休克及对症治疗；及时进行有效的器官功能支持。,"[0.0003, 208.0003, 225.0003, 226.0003]",3.0,蜂蜇引起疼痛、红肿，全身中毒症状需警惕。应立即脱离伤环境，评估病情，积极治疗，支持器官功能。
227.0003,蚂蚁蜇伤,蜇伤部位出现红肿、疼痛、瘙痒、红斑、水泡等局部症状，可能出现喉头水肿症状如：呼吸困难、缺氧、紫绀，血压下降、脉搏细弱、四肢厥冷等，严重者可发生过敏性休克症状。被蚂蚁蜇伤后，应立即脱离蚂蚁蜇伤环境；迅速评估病情，尽早识别过敏性休克、发现威胁患者生命的各种危象；积极抗过敏、抗休克及对症治疗；及时进行有效的器官功能支持。,"[0.0003, 208.0003, 225.0003, 227.0003]",3.0,蚂蚁蜇伤引发局部症状及过敏性休克，需立即脱离环境，评估病情，积极治疗，提供器官支持。
228.0003,蜈蚣咬伤,咬伤后局部疼痛、红肿、眩晕、恶心、呕吐、发热、心悸、谵妄、抽搐、昏迷等，一般无脓疱，常无瘙痒，以伤口疼痛为主要特征。蜈蚣咬伤的治疗原则为清除毒素、止痛消肿、抗过敏治疗。,"[0.0003, 208.0003, 225.0003, 228.0003]",3.0,蜈蚣咬伤症状多样，局部疼痛、红肿，伴眩晕、恶心等，治疗原则为清除毒素、止痛消肿、抗过敏。
229.0003,六、治疗,,"[0.0003, 208.0003, 229.0003]",2.0,蜱咬伤需立即医治，去除蜱并评估病情，注意过敏反应和破伤风预防，必要时抗感染和抗过敏治疗。
230.0003,治疗原则,如果判断为被蜱咬伤，不可自行去除蜱，应立即前往医院，尽快取出蜱，迅速评估病情，尽早识别过敏性休克和蜱瘫痪，积极抗过敏、抗休克及对症治疗，同时注意外伤后破伤风的预防。,"[0.0003, 208.0003, 229.0003, 230.0003]",3.0,被蜱咬伤需立即就医取出蜱，防过敏休克和瘫痪，注意预防破伤风。
231.0003,咬伤局部处置,1.可在伤口周围用盐酸利多卡因作局部封闭，麻醉起效后用镊子将蜱去除，特别注意蜱口器里的倒刺不能留在皮肤内，采用碘伏（聚维酮碘）对伤口进行消毒处理。在不具备麻醉条件时，可用平头镊子紧贴皮肤夹住蜱虫拉起，当皮肤出现张力左右晃动缓慢拔出；2.如蜱的口器已经残留在皮肤内应行手术取出；3.局部发生细菌感染的，应当给予必要的抗感染治疗。,"[0.0003, 208.0003, 229.0003, 231.0003]",3.0,用盐酸利多卡因麻醉，镊子去蜱，碘伏消毒，口器残留手术取出，细菌感染抗感染治疗。
232.0003,过敏反应处置,症状较轻者：口服氯雷他定、西替利嗪等口服抗组胺药物，或肌注苯海拉明、异丙嗪等抗组胺药注射剂。,"[0.0003, 208.0003, 229.0003, 232.0003]",3.0,口服或注射抗组胺药物治疗轻度症状。
233.0003,蜱瘫痪处置,尽快除去蜱，进行对症治疗；若患者已经出现呼吸受损，应输氧并辅助呼吸。,"[0.0003, 208.0003, 229.0003, 233.0003]",3.0,紧急处理蜱虫，呼吸受损需氧疗。
234.0003,蜱传疾病的治疗,对蜱咬伤患者进行随访，出现蜱传染性疾病相关症状者应尽快接受相应的传染病诊疗。,"[0.0003, 208.0003, 229.0003, 234.0003]",3.0,蜱咬伤患者需定期随访，如出现相关症状应尽早就医治疗。
235.0003,七、预防,人在树林、草地等蜱活动区域从事生产劳动、郊游、野营等活动时应做好防护，要穿长袖衣衫，扎紧裤腿、袖口，避免被蜱咬伤；离开时，应仔细检查身体和衣物上是否有蜱，发现蜱后立即清除；一旦发现被蜱咬伤，应尽快寻求正确的医疗救治。,"[0.0003, 208.0003, 235.0003]",2.0,户外活动需穿长袖衣裤，检查蜱，如被咬需及时就医。
236.0003,八、蜱咬伤诊疗流程,蜱咬伤诊疗流程见下图。蜱咬伤诊疗流程,"[0.0003, 208.0003, 236.0003]",2.0,蜱咬伤的诊疗流程图。
237.0003,蜘蛛咬伤诊疗规范,蜘蛛是一类古老的动物，广泛分布于几乎所有的陆地生态系统，是除昆虫以外最具多样性的陆生无脊椎动物。蜘蛛咬伤是急诊科常见的动物致伤疾病之一，近年来发病率呈上升趋势。部分蜘蛛咬伤患者病情较重，是多种急症的诱发因素。但目前临床上缺乏蜘蛛咬伤的流行病学资料，对于蜘蛛咬伤后的急诊诊疗也无统一诊疗标准。为进一步规范我国蜘蛛咬伤救治的诊疗，提升临床救治的能力，降低蜘蛛咬伤后的病死率及致残率，结合近年来国内外在蜘蛛咬伤诊疗的研究进展，制定本规范。,"[0.0003, 237.0003]",1.0,蜘蛛广泛分布，咬伤急症，病情症状复杂，缺乏统一诊疗标准，需规范救治流程。
238.0003,一、流行病学,蜘蛛咬伤是急诊科的一种常见急症，多发生在雨季和高温天气，常见于户外劳作或乘凉时。我国蜘蛛种类约有 5000 余种，其中剧毒蜘蛛有 10 多种。普通蜘蛛咬伤症状以局部肿胀、疼痛为主，不会对患者生命造成危害，大部分蜘蛛咬伤经及时救治，预后良好，但是剧毒蜘蛛咬伤后患者病情危重，病死率及致残率高。随着越来越多的人将非攻击性蜘蛛作为宠物饲养，因接触蜘蛛，特别是蜇毛，出现皮肤和眼球过敏的病例日渐增加。,"[0.0003, 237.0003, 238.0003]",2.0,蜘蛛咬伤常见于户外活动，多发生在雨季和高温天气。剧毒蜘蛛约有10种，需及时救治。
239.0003,二、中毒机制,蜘蛛毒素为蜘蛛毒腺分泌的含有无机盐类的有机碱、多胺和神经递质等小分子物质，富含二硫键的多肽以及酶类蛋白质等组成的种类繁多、极其复杂的具有生物毒性化学混合物。按成分与生物效应可分为三大类：神经毒素（Neurotoxin）、坏死毒素（Necrotoxin）和混合毒素（Mix toxin）。神经毒素主要作用于神经肌肉突触，引起乙酰胆碱从突触小泡释放，引起肌肉过度去极化，自主神经过度亢奋，出现相应的临床表现。坏死毒素通过毒素中的鞘磷脂酶可导致溶血，透明质酸酶、蛋白水解酶可使伤口局部组织透明质酸解聚、细胞间质溶解和组织通透性增大，释放血管活性物质，出现局部肿胀、疼痛等症状。混合毒素兼具有神经毒素和坏死毒素的特性。,"[0.0003, 237.0003, 239.0003]",2.0,蜘蛛毒素是复杂的生物毒素混合物，包含多种小分子物质和蛋白质，可分为神经毒素、坏死毒素和混合毒素。
240.0003,三、临床表现,,"[0.0003, 237.0003, 240.0003]",2.0,蜘蛛咬伤表现为局部症状和全身反应，局部疼痛、水肿、皮疹，全身症状有发热、头痛、恶心等。
241.0003,局部症状,被咬伤处有剧烈针刺样疼痛，或可见小片青紫区伴周围发红，部分可见 2 个点状“牙痕”，多有皮疹及轻度水肿，有些咬伤患者可见皮肤周围水泡或组织坏死病变。,"[0.0003, 237.0003, 240.0003, 241.0003]",3.0,咬伤区域剧烈疼痛，出现皮疹、水肿、牙痕，可能伴有水泡和组织坏死。
242.0003,全身表现,蜘蛛咬伤以局部症状为主，缺乏特异性的全身表现。咬伤后可出现发热、头痛、头晕、烦躁、焦虑、恶心、呕吐、腹痛、腹胀、黄疸、四肢无力、大汗淋漓、皮肤湿冷等全身表现，严重者可并发急性呼吸衰竭、肾功能衰竭、心肌炎、过敏性休克等。,"[0.0003, 237.0003, 240.0003, 242.0003]",3.0,蜘蛛咬伤表现为局部症状和全身症状，包括发热、头痛、恶心、呕吐、四肢无力等。
243.0003,四、诊断,蜘蛛咬伤缺乏特异性实验室检查，诊断主要依据蜘蛛咬伤病史及相应的临床表现。病史询问的重点是蜘蛛咬伤的时间、地点、症状和体征。可以根据发病地域，患者捕捉到或通过图谱辨认蜘蛛来判断蜘蛛种类。结合患者临床症状和体征判断病情严重程度。,"[0.0003, 237.0003, 243.0003]",2.0,蜘蛛咬伤诊断依据病史、临床表现，结合地域、蜘蛛种类判断病情。
244.0003,五、鉴别诊断,,"[0.0003, 237.0003, 244.0003]",2.0,各类毒虫咬伤的特征及治疗要点：毒蛇咬伤呈“..”分布，蜘蛛咬伤有剧痛、青紫、水肿，需清除毒液，使用抗毒血清。其他毒虫咬伤需根据特征鉴别治疗。
245.0003,毒蛇咬伤,毒蛇咬伤局部可见两颗较大呈“..”分布的毒牙咬痕，亦有呈“：：”形，除毒牙痕外，还出现副毒牙痕迹的分布形状。蜘蛛咬伤可无牙印牙痕，部分可见 2 个点状“牙痕”。蜘蛛咬伤处有剧烈针刺样疼痛，可见小片青紫伴周围发红，多有皮疹及轻度水肿，有些咬伤患者可见皮肤周围水泡或组织坏死病变。神经毒类毒蛇咬伤的局部症状不明显，无红、肿、痛、出血等，或起初仅有轻微的痛、肿和麻痒感，牙痕小且不渗液。血液毒素类毒蛇咬伤致局部出现明显的肿胀、疼痛、瘀斑，轻者血自牙痕或伤口处流出难以凝固，严重者可引起伤口流血不止。细胞毒类毒蛇咬伤主要导致局部剧痛、红肿、水泡和皮肤、软组织坏死。毒蛇咬伤治疗要点是迅速破坏和清除局部毒液，减缓毒液吸收，尽早使用抗蛇毒血清。,"[0.0003, 237.0003, 244.0003, 245.0003]",3.0,毒蛇咬伤呈“..”分布的毒牙咬痕，蜘蛛咬伤有针刺疼痛、皮疹、水肿，需及时使用抗蛇毒血清。
246.0003,其他常见毒虫咬伤,蜘蛛咬伤与其他毒虫咬伤鉴别要点请见表 1。表 1 蜘蛛咬伤临床特征鉴别要点类别 类似症状 鉴别要点 治疗要点蜈蚣 剧痛，局部炎症， 牙痕呈楔状，无下颏牙痕， 5%碳酸氢钠清洗伤口，抗过敏，抗炎及可有组织坏死 伤口不麻，全身症状轻或无 防治并发症（如急性肾衰，DIC等）。胡蜂 局部肿痛 伤口多个点状，可发生休克 清除蜇刺，清洗伤口，抗过敏，水化碱及肾功能衰竭 化及相关对症支持治疗。蝎子 局部疼痛、麻木 常有流泪、流涎 碱性液体清洗伤口，止痛，抗过敏及防治并发症。海蜇 局部剧痛 有涉海经历，伤口呈条索状， 清除触手或刺丝囊，5%碳酸氢钠清洗伤可发生休克 口，抗过敏，止痛及防治并发症。蚂蝗 伤口出血难止 伤口痒，不痛、不肿、不麻， 驱除蚂蝗，消毒伤口，止血等对症治疗。无全身反应,"[0.0003, 237.0003, 244.0003, 246.0003]",3.0,蜘蛛咬伤与其他毒虫咬伤的鉴别及治疗要点。
247.0003,六、严重程度分级,,"[0.0003, 237.0003, 247.0003]",2.0,局部皮肤红肿热痛，伴头晕、恶心、腹痛，疼痛程度不同，可伴意识改变、心律失常、器官功能损伤。
248.0003,轻度,患者单纯出现局部皮肤红肿热痛，可伴有头晕、头痛、烦躁不安，恶心、呕吐、腹痛、腹泻。疼痛视觉模拟评分（VAS）评分＜3 分。,"[0.0003, 237.0003, 247.0003, 248.0003]",3.0,局部皮肤红肿热痛，伴头晕、头痛、烦躁、恶心、呕吐、腹痛、腹泻，VAS评分＜3。
249.0003,中度,除皮肤症状外有轻度呼吸或循环系统症状；疼痛加剧（向腹部、四肢、腰部扩散），疼痛 VAS 评分 4～7 分，出现轻度意识改变（神志淡漠、嗜睡）；出现心律失常[如室性期前收缩（室性早搏）、房性早搏、心房颤动（房颤）、心房扑动（房扑）等]和心肌损伤表现（如心电图 ST 段压低或抬高，心肌酶谱升高）；轻度的肺水肿（两肺可闻及湿啰音）；轻度肾功能损害，肝酶异常，不完全性肠梗阻；低钾血症（血 K+≤3.0mmol/L）。,"[0.0003, 237.0003, 247.0003, 249.0003]",3.0,皮肤症状外，出现轻度呼吸、循环系统症状，疼痛加剧，意识改变，心律失常，心肌损伤，肺水肿，肾功能损害，低钾血症。
250.0003,重度,疼痛难忍，疼痛 VAS 评分＞7 分；出现昏迷；严重的脏器功能损伤：急性肾功能衰竭、心肌炎（急性心力衰竭）、急性呼吸衰竭、严重的肝功能损伤；严重的酸中毒、严重的低血钾（血 K+≤2.5 mmol/L）；中毒性休克。,"[0.0003, 237.0003, 247.0003, 250.0003]",3.0,严重疼痛、意识丧失，多脏器功能损伤，包括肾、心、肝功能受损，伴有酸中毒、低血钾、中毒性休克。
251.0003,七、治疗,迅速辨明是否为蜘蛛咬伤，阻止毒素的继续吸收，排出已吸收的毒素，防治各种并发症。对于蜘蛛咬伤患者按照严重程度不同实施分级诊疗。,"[0.0003, 237.0003, 251.0003]",2.0,蜘蛛咬伤急救及治疗要点：辨别咬伤、冷静处理、清洁消毒、镇痛抗毒、支持治疗、心理干预。
